id,labels,parents
Automotive|XETRA,Automotive,XETRA
Automotive|NASDAQ,Automotive,NASDAQ
Banks|XETRA,Banks,XETRA
Restaurants|XETRA,Restaurants,XETRA
Multi-Utilities|EPA,Multi-Utilities,EPA
Environmental Services|EPA,Environmental Services,EPA
Pharmaceuticals|XETRA,Pharmaceuticals,XETRA
Quantum-Computing|NASDAQ,Quantum-Computing,NASDAQ
Government Bonds|BIT,Government Bonds,BIT
Internet Retail|XETRA,Internet Retail,XETRA
Pharmaceuticals|NYSE,Pharmaceuticals,NYSE
Financial Services|BIT,Financial Services,BIT
Quantum-Computing|NYSE,Quantum-Computing,NYSE
Oil and Gas Exploration and Production|NYSE,Oil and Gas Exploration and Production,NYSE
Emerging Markets Equity|NYSE,Emerging Markets Equity,NYSE
Insurance|AMSTERDAM,Insurance,AMSTERDAM
Utilities|STOXX,Utilities,STOXX
Electric Utilities|BME,Electric Utilities,BME
Luxury Goods|EPA,Luxury Goods,EPA
Technology Hardware Storage and Peripherals|NYSE,Technology Hardware Storage and Peripherals,NYSE
Oil and Gas Integrated|NYSE,Oil and Gas Integrated,NYSE
Banks-Regional|VIENNA,Banks-Regional,VIENNA
Aerospace and Defense|BIT,Aerospace and Defense,BIT
Automotive|NYSE,Automotive,NYSE
Diversified Financial Services|BIT,Diversified Financial Services,BIT
Multi-line Insurance|BIT,Multi-line Insurance,BIT
Biotechnology|NASDAQ,Biotechnology,NASDAQ
Banks-Diversified|BME,Banks-Diversified,BME
Software|NYSE,Software,NYSE
Insurance|STOXX,Insurance,STOXX
Indices|SOLACTIVE,Indices,SOLACTIVE
Index|NYSE,Index,NYSE
E-commerce|NASDAQ,E-commerce,NASDAQ
Internet and Media|NASDAQ,Internet and Media,NASDAQ
Banks|BORSA,Banks,BORSA
Banks-Diversified|EPA,Banks-Diversified,EPA
Financial|Insurance|EPA,Financial,Insurance|EPA
Financial|Banking|EPA,Financial,Banking|EPA
Financials|Insurance|EPA,Financials,Insurance|EPA
Technology|Software|NYSE,Technology,Software|NYSE
Energy|Integrated Oil and Gas|LSE,Energy,Integrated Oil and Gas|LSE
Financials|Banks|XETRA,Financials,Banks|XETRA
Industrials|Electrical Equipment|BIT,Industrials,Electrical Equipment|BIT
Financial Services|Banks-Regional|VIENNA,Financial Services,Banks-Regional|VIENNA
Financials|Banks|BIT,Financials,Banks|BIT
Energy|Oil and Gas Integrated|NYSE,Energy,Oil and Gas Integrated|NYSE
Utilities|Electric Utilities|XETRA,Utilities,Electric Utilities|XETRA
Financials|Banking|XETRA,Financials,Banking|XETRA
Healthcare|Pharmaceuticals|XETRA,Healthcare,Pharmaceuticals|XETRA
Technology|Semiconductors|NASDAQ,Technology,Semiconductors|NASDAQ
Automotive|Automotive|NYSE,Automotive,Automotive|NYSE
Consumer Discretionary|Apparel Accessories and Luxury Goods|SIX,Consumer Discretionary,Apparel Accessories and Luxury Goods|SIX
Technology|Semiconductors|XETRA,Technology,Semiconductors|XETRA
Communication Services|Telecommunications|NASDAQ,Communication Services,Telecommunications|NASDAQ
Communication Services|Space and Satellite Technology|NASDAQ,Communication Services,Space and Satellite Technology|NASDAQ
Consumer Cyclical|Luxury Goods|LSE,Consumer Cyclical,Luxury Goods|LSE
Consumer Cyclical|Luxury Goods|BIT,Consumer Cyclical,Luxury Goods|BIT
Consumer Discretionary|E-Commerce and Cloud|NASDAQ,Consumer Discretionary,E-Commerce and Cloud|NASDAQ
Utilities|Electric Utilities|BME,Utilities,Electric Utilities|BME
Financials|Diversified Financial Services|BIT,Financials,Diversified Financial Services|BIT
Energy|Integrated Oil and Gas|EPA,Energy,Integrated Oil and Gas|EPA
Consumer Cyclical|Luxury Goods|EPA,Consumer Cyclical,Luxury Goods|EPA
Information Technology|Software|NASDAQ,Information Technology,Software|NASDAQ
Consumer Discretionary|E-commerce|NASDAQ,Consumer Discretionary,E-commerce|NASDAQ
Technology|Semiconductor Equipment|NASDAQ,Technology,Semiconductor Equipment|NASDAQ
Financials|Insurance|SIX,Financials,Insurance|SIX
Financial|Banking|LSE,Financial,Banking|LSE
Information Technology|Semiconductors|EPA,Information Technology,Semiconductors|EPA
Financials|Banks|BME,Financials,Banks|BME
Financial|Indices|SOLACTIVE,Financial,Indices|SOLACTIVE
Consumer Cyclical|Auto Manufacturers|BIT,Consumer Cyclical,Auto Manufacturers|BIT
Index|Index|NYSE,Index,Index|NYSE
Utilities|Multi-Utilities|EPA,Utilities,Multi-Utilities|EPA
Financial|ETF|NASDAQ,Financial,ETF|NASDAQ
Utilities|Renewable Energy|BIT,Utilities,Renewable Energy|BIT
Energy|Oil and Gas|BIT,Energy,Oil and Gas|BIT
Technology|Consumer Electronics|NASDAQ,Technology,Consumer Electronics|NASDAQ
Technology|Quantum-Computing|NYSE,Technology,Quantum-Computing|NYSE
Technology|Space and Satellite Technology|NYSE,Technology,Space and Satellite Technology|NYSE
Technology|Semiconductors|EPA,Technology,Semiconductors|EPA
Energy|Oil and Gas Integrated|EPA,Energy,Oil and Gas Integrated|EPA
Healthcare|Pharmaceuticals|NYSE,Healthcare,Pharmaceuticals|NYSE
Communication Services|Internet and Media|NASDAQ,Communication Services,Internet and Media|NASDAQ
Basic Materials|Gold Mining|NYSE,Basic Materials,Gold Mining|NYSE
Industrials|Energy Equipment and Services|XETRA,Industrials,Energy Equipment and Services|XETRA
Industrials|Aerospace and Defense|BIT,Industrials,Aerospace and Defense|BIT
Financial|ETF|NYSE,Financial,ETF|NYSE
Industrials|Aerospace and Defense|NASDAQ,Industrials,Aerospace and Defense|NASDAQ
Financial Services|Banks-Diversified|BME,Financial Services,Banks-Diversified|BME
Energy|Oil and Gas Exploration and Production|NYSE,Energy,Oil and Gas Exploration and Production|NYSE
Technology|Computer Hardware|NASDAQ,Technology,Computer Hardware|NASDAQ
Financial|Insurance|SIX,Financial,Insurance|SIX
Consumer Cyclical|Travel and Leisure|NYSE,Consumer Cyclical,Travel and Leisure|NYSE
Government|Sovereign Bonds|EURONEXT,Government,Sovereign Bonds|EURONEXT
Utilities|Electric Utilities|BIT,Utilities,Electric Utilities|BIT
Automotive|Automotive|XETRA,Automotive,Automotive|XETRA
ETF|Emerging Markets Equity|NYSE,ETF,Emerging Markets Equity|NYSE
Financial|Insurance|BIT,Financial,Insurance|BIT
Financial Services|Banks|BIT,Financial Services,Banks|BIT
Energy|Oil and Gas|OSLO,Energy,Oil and Gas|OSLO
Financials|Financial Services|BIT,Financials,Financial Services|BIT
Government|Sovereign Debt|EURONEXT,Government,Sovereign Debt|EURONEXT
Financials|Multi-line Insurance|BIT,Financials,Multi-line Insurance|BIT
Technology|Semiconductors|BIT,Technology,Semiconductors|BIT
Financial Services|Insurance|XETRA,Financial Services,Insurance|XETRA
Technology|Quantum-Computing|NASDAQ,Technology,Quantum-Computing|NASDAQ
Consumer Defensive|Household and Personal Products|NYSE,Consumer Defensive,Household and Personal Products|NYSE
Utilities|Environmental Services|EPA,Utilities,Environmental Services|EPA
Financials|Banking|BIT,Financials,Banking|BIT
Energy|Gas Utilities|BIT,Energy,Gas Utilities|BIT
Consumer Cyclical|Restaurants|XETRA,Consumer Cyclical,Restaurants|XETRA
Financials|Asset Management|BIT,Financials,Asset Management|BIT
Technology|Software|EPA,Technology,Software|EPA
Industrials|Space and Satellite Technology|NASDAQ,Industrials,Space and Satellite Technology|NASDAQ
Communication Services|Social Media|NASDAQ,Communication Services,Social Media|NASDAQ
Consumer Defensive|Food and Beverage|XETRA,Consumer Defensive,Food and Beverage|XETRA
Utilities|Utilities|STOXX,Utilities,Utilities|STOXX
Consumer Cyclical|Internet Retail|XETRA,Consumer Cyclical,Internet Retail|XETRA
Technology|Technology|STOXX,Technology,Technology|STOXX
Industrials|Shipbuilding|BIT,Industrials,Shipbuilding|BIT
Information Technology|Electronic Equipment Instruments and Components|NYSE,Information Technology,Electronic Equipment Instruments and Components|NYSE
Financials|Banks|BORSA,Financials,Banks|BORSA
Consumer Goods|Beverages|BIT,Consumer Goods,Beverages|BIT
Financials|Banking|STOXX,Financials,Banking|STOXX
Financial|Commodities|NYSE,Financial,Commodities|NYSE
Automotive|Automotive|NASDAQ,Automotive,Automotive|NASDAQ
Financial Services|Banks-Diversified|EPA,Financial Services,Banks-Diversified|EPA
Information Technology|Semiconductors|NASDAQ,Information Technology,Semiconductors|NASDAQ
Financials|Insurance|STOXX,Financials,Insurance|STOXX
Government|Government Bonds|BIT,Government,Government Bonds|BIT
Financial Services|Insurance|AMSTERDAM,Financial Services,Insurance|AMSTERDAM
Energy|Integrated Oil and Gas|BME,Energy,Integrated Oil and Gas|BME
Information Technology|Technology Hardware Storage and Peripherals|NYSE,Information Technology,Technology Hardware Storage and Peripherals|NYSE
Information Technology|Software|NYSE,Information Technology,Software|NYSE
Healthcare|Biotechnology|NASDAQ,Healthcare,Biotechnology|NASDAQ
Government|Sovereign Debt|MOT,Government,Sovereign Debt|MOT
DBK.DE|Financials|Banks|XETRA,DBK.DE,Financials|Banks|XETRA
Euronext|Government|Sovereign Bonds|EURONEXT,Euronext,Government|Sovereign Bonds|EURONEXT
SCRPA.PA|Financial|Insurance|EPA,SCRPA.PA,Financial|Insurance|EPA
ASML|Technology|Semiconductor Equipment|NASDAQ,ASML,Technology|Semiconductor Equipment|NASDAQ
STMMI.MI|Technology|Semiconductors|BIT,STMMI.MI,Technology|Semiconductors|BIT
REP.MC|Energy|Integrated Oil and Gas|BME,REP.MC,Energy|Integrated Oil and Gas|BME
CPR.MI|Consumer Goods|Beverages|BIT,CPR.MI,Consumer Goods|Beverages|BIT
ZAL.DE|Consumer Cyclical|Internet Retail|XETRA,ZAL.DE,Consumer Cyclical|Internet Retail|XETRA
MSFT|Information Technology|Software|NASDAQ,MSFT,Information Technology|Software|NASDAQ
BGN.MI|Financials|Banking|BIT,BGN.MI,Financials|Banking|BIT
AI|Information Technology|Software|NYSE,AI,Information Technology|Software|NYSE
EOAN.DE|Utilities|Electric Utilities|XETRA,EOAN.DE,Utilities|Electric Utilities|XETRA
G.MI|Financials|Multi-line Insurance|BIT,G.MI,Financials|Multi-line Insurance|BIT
RBI|Financial Services|Banks-Regional|VIENNA,RBI,Financial Services|Banks-Regional|VIENNA
LLY|Healthcare|Pharmaceuticals|NYSE,LLY,Healthcare|Pharmaceuticals|NYSE
ISP.MI|Financials|Banks|BORSA,ISP.MI,Financials|Banks|BORSA
BNPPA.PA|Financial Services|Banks-Diversified|EPA,BNPPA.PA,Financial Services|Banks-Diversified|EPA
RGTI|Technology|Quantum-Computing|NASDAQ,RGTI,Technology|Quantum-Computing|NASDAQ
GLD|Financial|Commodities|NYSE,GLD,Financial|Commodities|NYSE
PRY.MI|Industrials|Electrical Equipment|BIT,PRY.MI,Industrials|Electrical Equipment|BIT
SREN|Financial|Insurance|SIX,SREN,Financial|Insurance|SIX
META|Communication Services|Social Media|NASDAQ,META,Communication Services|Social Media|NASDAQ
KERPA.PA|Consumer Cyclical|Luxury Goods|EPA,KERPA.PA,Consumer Cyclical|Luxury Goods|EPA
DELL|Information Technology|Technology Hardware Storage and Peripherals|NYSE,DELL,Information Technology|Technology Hardware Storage and Peripherals|NYSE
ERG.MI|Utilities|Renewable Energy|BIT,ERG.MI,Utilities|Renewable Energy|BIT
GLEPA.PA|Financial|Banking|EPA,GLEPA.PA,Financial|Banking|EPA
BP|Energy|Integrated Oil and Gas|LSE,BP,Energy|Integrated Oil and Gas|LSE
MBG.DE|Automotive|Automotive|XETRA,MBG.DE,Automotive|Automotive|XETRA
SRG.MI|Energy|Gas Utilities|BIT,SRG.MI,Energy|Gas Utilities|BIT
TTE.PA|Energy|Oil and Gas Integrated|EPA,TTE.PA,Energy|Oil and Gas Integrated|EPA
MONC.MI|Consumer Cyclical|Luxury Goods|BIT,MONC.MI,Consumer Cyclical|Luxury Goods|BIT
NVDA|Information Technology|Semiconductors|NASDAQ,NVDA,Information Technology|Semiconductors|NASDAQ
AAPL|Technology|Consumer Electronics|NASDAQ,AAPL,Technology|Consumer Electronics|NASDAQ
IT0005441883.MI|Government|Government Bonds|BIT,IT0005441883.MI,Government|Government Bonds|BIT
UCG.MI|Financial Services|Banks|BIT,UCG.MI,Financial Services|Banks|BIT
EQNR|Energy|Oil and Gas|OSLO,EQNR,Energy|Oil and Gas|OSLO
AGN|Financial Services|Insurance|AMSTERDAM,AGN,Financial Services|Insurance|AMSTERDAM
AMZN|Consumer Discretionary|E-Commerce and Cloud|NASDAQ,AMZN,Consumer Discretionary|E-Commerce and Cloud|NASDAQ
MOT|Government|Sovereign Debt|MOT,MOT,Government|Sovereign Debt|MOT
SATS|Communication Services|Space and Satellite Technology|NASDAQ,SATS,Communication Services|Space and Satellite Technology|NASDAQ
FBK.MI|Financials|Banks|BIT,FBK.MI,Financials|Banks|BIT
^SPX|Index|Index|NYSE,^SPX,Index|Index|NYSE
BPE.MI|Financials|Banking|BIT,BPE.MI,Financials|Banking|BIT
SNDK|Technology|Semiconductors|NASDAQ,SNDK,Technology|Semiconductors|NASDAQ
CBK.DE|Financials|Banks|XETRA,CBK.DE,Financials|Banks|XETRA
PL|Technology|Space and Satellite Technology|NYSE,PL,Technology|Space and Satellite Technology|NYSE
FTNT|Information Technology|Software|NASDAQ,FTNT,Information Technology|Software|NASDAQ
OXY|Energy|Oil and Gas Exploration and Production|NYSE,OXY,Energy|Oil and Gas Exploration and Production|NYSE
DHER.DE|Consumer Cyclical|Restaurants|XETRA,DHER.DE,Consumer Cyclical|Restaurants|XETRA
CL|Consumer Defensive|Household and Personal Products|NYSE,CL,Consumer Defensive|Household and Personal Products|NYSE
CABK.MC|Financial Services|Banks-Diversified|BME,CABK.MC,Financial Services|Banks-Diversified|BME
COHR|Information Technology|Electronic Equipment Instruments and Components|NYSE,COHR,Information Technology|Electronic Equipment Instruments and Components|NYSE
NYSE|Automotive|Automotive|NYSE,NYSE,Automotive|Automotive|NYSE
EWZ|ETF|Emerging Markets Equity|NYSE,EWZ,ETF|Emerging Markets Equity|NYSE
TTEPA.PA|Energy|Integrated Oil and Gas|EPA,TTEPA.PA,Energy|Integrated Oil and Gas|EPA
STMPA.PA|Technology|Semiconductors|EPA,STMPA.PA,Technology|Semiconductors|EPA
CFR|Consumer Discretionary|Apparel Accessories and Luxury Goods|SIX,CFR,Consumer Discretionary|Apparel Accessories and Luxury Goods|SIX
STMPAPA.PA|Information Technology|Semiconductors|EPA,STMPAPA.PA,Information Technology|Semiconductors|EPA
IONQ|Technology|Quantum-Computing|NYSE,IONQ,Technology|Quantum-Computing|NYSE
^SX7E|Financials|Banking|STOXX,^SX7E,Financials|Banking|STOXX
ENGIPA.PA|Utilities|Multi-Utilities|EPA,ENGIPA.PA,Utilities|Multi-Utilities|EPA
NASDAQ|Information Technology|Software|NASDAQ,NASDAQ,Information Technology|Software|NASDAQ
ALV|Financial Services|Insurance|XETRA,ALV,Financial Services|Insurance|XETRA
DSYPA.PA|Technology|Software|EPA,DSYPA.PA,Technology|Software|EPA
CVX|Energy|Oil and Gas Integrated|NYSE,CVX,Energy|Oil and Gas Integrated|NYSE
PFE|Healthcare|Pharmaceuticals|NYSE,PFE,Healthcare|Pharmaceuticals|NYSE
KLAC|Technology|Semiconductors|NASDAQ,KLAC,Technology|Semiconductors|NASDAQ
ASTS|Communication Services|Telecommunications|NASDAQ,ASTS,Communication Services|Telecommunications|NASDAQ
NASDAQ|Consumer Discretionary|E-commerce|NASDAQ,NASDAQ,Consumer Discretionary|E-commerce|NASDAQ
HFG.DE|Consumer Defensive|Food and Beverage|XETRA,HFG.DE,Consumer Defensive|Food and Beverage|XETRA
BARC|Financial|Banking|LSE,BARC,Financial|Banking|LSE
AU|Basic Materials|Gold Mining|NYSE,AU,Basic Materials|Gold Mining|NYSE
QBTS|Technology|Quantum-Computing|NYSE,QBTS,Technology|Quantum-Computing|NYSE
MRK|Healthcare|Pharmaceuticals|NYSE,MRK,Healthcare|Pharmaceuticals|NYSE
SX8E|Technology|Technology|STOXX,SX8E,Technology|Technology|STOXX
ENEL.MI|Utilities|Electric Utilities|BIT,ENEL.MI,Utilities|Electric Utilities|BIT
SLV|Financial|Commodities|NYSE,SLV,Financial|Commodities|NYSE
GOOGL|Communication Services|Internet and Media|NASDAQ,GOOGL,Communication Services|Internet and Media|NASDAQ
^STOXX|Financials|Banking|STOXX,^STOXX,Financials|Banking|STOXX
BRBY|Consumer Cyclical|Luxury Goods|LSE,BRBY,Consumer Cyclical|Luxury Goods|LSE
RCL|Consumer Cyclical|Travel and Leisure|NYSE,RCL,Consumer Cyclical|Travel and Leisure|NYSE
TSLA|Automotive|Automotive|NASDAQ,TSLA,Automotive|Automotive|NASDAQ
CSPA.PA|Financials|Insurance|EPA,CSPA.PA,Financials|Insurance|EPA
EWY|Financial|ETF|NYSE,EWY,Financial|ETF|NYSE
BAYN|Healthcare|Pharmaceuticals|XETRA,BAYN,Healthcare|Pharmaceuticals|XETRA
RKLB|Industrials|Aerospace and Defense|NASDAQ,RKLB,Industrials|Aerospace and Defense|NASDAQ
PATH|Technology|Software|NYSE,PATH,Technology|Software|NYSE
VIEPA.PA|Utilities|Environmental Services|EPA,VIEPA.PA,Utilities|Environmental Services|EPA
BMPS.MI|Financials|Banks|BIT,BMPS.MI,Financials|Banks|BIT
MRNA|Healthcare|Biotechnology|NASDAQ,MRNA,Healthcare|Biotechnology|NASDAQ
ENI.MI|Energy|Oil and Gas|BIT,ENI.MI,Energy|Oil and Gas|BIT
UNI.MI|Financial|Insurance|BIT,UNI.MI,Financial|Insurance|BIT
FR0014001NN8|Government|Sovereign Debt|EURONEXT,FR0014001NN8,Government|Sovereign Debt|EURONEXT
A2A.MI|Utilities|Electric Utilities|BIT,A2A.MI,Utilities|Electric Utilities|BIT
BBVA.MC|Financials|Banks|BME,BBVA.MC,Financials|Banks|BME
BAMI.MI|Financials|Banking|BIT,BAMI.MI,Financials|Banking|BIT
LDO.MI|Industrials|Aerospace and Defense|BIT,LDO.MI,Industrials|Aerospace and Defense|BIT
NEXI.MI|Financials|Financial Services|BIT,NEXI.MI,Financials|Financial Services|BIT
ELE.MC|Utilities|Electric Utilities|BME,ELE.MC,Utilities|Electric Utilities|BME
IFX.DE|Technology|Semiconductors|XETRA,IFX.DE,Technology|Semiconductors|XETRA
FCT.MI|Industrials|Shipbuilding|BIT,FCT.MI,Industrials|Shipbuilding|BIT
RACE.MI|Consumer Cyclical|Auto Manufacturers|BIT,RACE.MI,Consumer Cyclical|Auto Manufacturers|BIT
ENR.DE|Industrials|Energy Equipment and Services|XETRA,ENR.DE,Industrials|Energy Equipment and Services|XETRA
CBK.DE|Financials|Banking|XETRA,CBK.DE,Financials|Banking|XETRA
RMSPA.PA|Consumer Cyclical|Luxury Goods|EPA,RMSPA.PA,Consumer Cyclical|Luxury Goods|EPA
MCHI|Financial|ETF|NASDAQ,MCHI,Financial|ETF|NASDAQ
ZURN|Financials|Insurance|SIX,ZURN,Financials|Insurance|SIX
SX6E|Utilities|Utilities|STOXX,SX6E,Utilities|Utilities|STOXX
SXIE|Financials|Insurance|STOXX,SXIE,Financials|Insurance|STOXX
MIL.MI|Financial Services|Banks|BIT,MIL.MI,Financial Services|Banks|BIT
SMCI|Technology|Computer Hardware|NASDAQ,SMCI,Technology|Computer Hardware|NASDAQ
PST.MI|Financials|Diversified Financial Services|BIT,PST.MI,Financials|Diversified Financial Services|BIT
^SOITA10Y|Financial|Indices|SOLACTIVE,^SOITA10Y,Financial|Indices|SOLACTIVE
ORCL|Information Technology|Software|NYSE,ORCL,Information Technology|Software|NYSE
AZM.MI|Financials|Asset Management|BIT,AZM.MI,Financials|Asset Management|BIT
SPCX|Industrials|Aerospace and Defense|NASDAQ,SPCX,Industrials|Aerospace and Defense|NASDAQ
LUNR|Industrials|Space and Satellite Technology|NASDAQ,LUNR,Industrials|Space and Satellite Technology|NASDAQ
STLAM.MI|Consumer Cyclical|Auto Manufacturers|BIT,STLAM.MI,Consumer Cyclical|Auto Manufacturers|BIT
