certificate_isin;certificate_name;stock_name;stock_google_finance_ticker;stock_isin;stock_industry;stock_sector
IT0006770512;60m Wof Memory Phoenix Autocall on BNP Paribas SA, UniCredit SpA, Banco BPM SpA in EUR;Banco BPM;BIT:BAMI;IT0005218380;Banks - Regional;Financial Services
IT0006770512;60m Wof Memory Phoenix Autocall on BNP Paribas SA, UniCredit SpA, Banco BPM SpA in EUR;BNP Paribas;EPA:BNP;FR0000131104;Banks - Diversified;Financial Services
IT0006771148;IT0006771148;TotalEnergies;TTE.PA;FR0000120271;Oil & Gas Integrated;Energy
IT0006771148;IT0006771148;Occidental Petroleum;OXY;US6745991058;Oil & Gas Exploration & Production;Energy
IT0006771148;IT0006771148;Eni;E.MI;IT0003132476;Oil & Gas Integrated;Energy
IT0006771148;IT0006771148;Chevron;CVX;US1667641005;Oil & Gas Integrated;Energy
IT0006771353;IT0006771353;STMicroelectronics;STM;"";"";""
IT0006771353;IT0006771353;Advanced Micro Devices;AMD;"";"";""
IT0006771353;IT0006771353;Broadcom;AVGO;"";"";""
IT0006771353;IT0006771353;Intel;INTC;"";"";""
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Banca MPS;BIT:BMPS;IT0005218752;Banks;Financials
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Commerzbank;ETR:CBK;DE000CBK1001;Banks;Financials
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Societe Generale;EPA:GLE;FR0000130809;Banks;Financials
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Banco BPM;BIT:BAMI;IT0005218380;Banks;Financials
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Oracle;NYSE:ORCL;US68389X1054;Software - Infrastructure;Technology
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Intel;NASDAQ:INTC;US4581401001;Semiconductors;Technology
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Micron Technology;NASDAQ:MU;US5951121038;Semiconductors;Technology
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Tesla;NASDAQ:TSLA;US88160R1014;Auto Manufacturers;Consumer Cyclical
NLBNPIT21TB7;Cash Collect Step Down 95% (UiPath Inc, KLA Corp, C3.ai Inc);C3.AI;NYSE:AI;US12468P1049;Software;Technology
NLBNPIT21TB7;Cash Collect Step Down 95% (UiPath Inc, KLA Corp, C3.ai Inc);UiPath;NYSE:PATH;US90364P1057;Software;Technology
NLBNPIT21TB7;Cash Collect Step Down 95% (UiPath Inc, KLA Corp, C3.ai Inc);KLA;NASDAQ:KLAC;US4824801009;Semiconductors;Technology
NLBNPIT2HHH4;12 Premi Fissi Cash Collect Step Down 95% (Leonardo SpA, ERG SpA, Ferrari NV, Moncler SpA);Moncler;BIT:MONC;IT0004965148;Luxury Goods;Consumer Cyclical
NLBNPIT2HHH4;12 Premi Fissi Cash Collect Step Down 95% (Leonardo SpA, ERG SpA, Ferrari NV, Moncler SpA);Ferrari;BIT:RACE;NL0011585146;Auto Manufacturers;Consumer Cyclical
NLBNPIT2HHH4;12 Premi Fissi Cash Collect Step Down 95% (Leonardo SpA, ERG SpA, Ferrari NV, Moncler SpA);Leonardo;BIT:LDO;IT0003856405;Aerospace & Defense;Industrials
NLBNPIT2HHH4;12 Premi Fissi Cash Collect Step Down 95% (Leonardo SpA, ERG SpA, Ferrari NV, Moncler SpA);Erg;BIT:ERG;IT0001157057;Renewable Energy;Utilities
NLBNPIT2QDD3;Low Barrier Cash Collect on Oracle Corp, Dell Technologies Inc, Fortinet Inc, Amazon.com Inc;Amazon;NASDAQ:AMZN;US0231351067;Broadline Retail;Consumer Discretionary
NLBNPIT2QDD3;Low Barrier Cash Collect on Oracle Corp, Dell Technologies Inc, Fortinet Inc, Amazon.com Inc;Fortinet;NASDAQ:FTNT;US34959E1091;Software;Information Technology
NLBNPIT2QDD3;Low Barrier Cash Collect on Oracle Corp, Dell Technologies Inc, Fortinet Inc, Amazon.com Inc;Dell;NYSE:DELL;US24703L2025;Technology Hardware, Storage & Peripherals;Information Technology
NLBNPIT2QDD3;Low Barrier Cash Collect on Oracle Corp, Dell Technologies Inc, Fortinet Inc, Amazon.com Inc;Oracle;NYSE:ORCL;US68389X1054;Software;Information Technology
NLBNPIT2T027;Cash Collect Booster (Palantir, Tesla, NVIDIA);Tesla;TSLA;"";Auto Manufacturers;Consumer Cyclical
NLBNPIT2T027;Cash Collect Booster (Palantir, Tesla, NVIDIA);Palantir;PLTR;"";Software - Application;Technology
NLBNPIT2T027;Cash Collect Booster (Palantir, Tesla, NVIDIA);Nvidia;NVDA;"";Semiconductors;Technology
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);BPER Banca;BIT:BPE;IT0003839121;Banks;Financials
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);Banca MPS;BIT:BMPS;IT0005508921;Banks;Financials
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);Banco BPM;BIT:BAMI;IT0005218380;Banks;Financials
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);Fineco;BIT:FBK;IT0000072170;Banks;Financials
NLBNPIT2TQK4;12 Premi Fissi Cash Collect Step Down (Rheinmetall AG, Leonardo SpA, The Boeing Co, Dassault Systemes SE);Dassault Systemes;DSY:EPA;FR0014003TT8;Software;Technology
NLBNPIT2TQK4;12 Premi Fissi Cash Collect Step Down (Rheinmetall AG, Leonardo SpA, The Boeing Co, Dassault Systemes SE);Rheinmetall;RHM:ETR;DE0007030009;Aerospace & Defense;Industrials
NLBNPIT2TQK4;12 Premi Fissi Cash Collect Step Down (Rheinmetall AG, Leonardo SpA, The Boeing Co, Dassault Systemes SE);Boeing;BA:NYSE;US0970231058;Aerospace & Defense;Industrials
NLBNPIT2TQK4;12 Premi Fissi Cash Collect Step Down (Rheinmetall AG, Leonardo SpA, The Boeing Co, Dassault Systemes SE);Leonardo;LDO:BIT;IT0003856405;Aerospace & Defense;Industrials
NLBNPIT300H4;Step Down Memory Cash Collect on Stellantis NV;Stellantis;BIT:STLAM;NL00150001Q9;Auto Manufacturers;Consumer Cyclical
NLBNPIT300T9;Step Down Memory Cash Collect on Tesla Inc;Tesla;NASDAQ:TSLA;US88160R1014;Auto Manufacturers;Consumer Cyclical
NLBNPIT300U7;Step Down Memory Cash Collect on Palantir Technologies Inc;Palantir;NYSE:PLTR;US69608A1088;Software-Infrastructure;Technology
NLBNPIT30150;6 Premi Fissi Cash Collect Callable (COHR UN, HO FP, LDO IM);Leonardo;BIT:LDO;IT0003856405;Aerospace & Defense;Industrials
NLBNPIT30150;6 Premi Fissi Cash Collect Callable (COHR UN, HO FP, LDO IM);Coherent;NYSE:COHR;US1924791031;Electronic Equipment, Instruments & Components;Information Technology
NLBNPIT30150;6 Premi Fissi Cash Collect Callable (COHR UN, HO FP, LDO IM);Thales;EPA:HO;FR0000121329;Aerospace & Defense;Industrials
NLBNPIT302V1;Cash Collect Protection Booster (UniCredit SpA, Intesa Sanpaolo SpA, BPER Banca SPA);Unicredit;BIT:UCG;IT0005239360;Banks;Financial Services
NLBNPIT302V1;Cash Collect Protection Booster (UniCredit SpA, Intesa Sanpaolo SpA, BPER Banca SPA);BPER Banca;BIT:BPE;IT0000066123;Banks;Financial Services
NLBNPIT302V1;Cash Collect Protection Booster (UniCredit SpA, Intesa Sanpaolo SpA, BPER Banca SPA);Intesa Sanpaolo;BIT:ISP;IT0000072618;Banks;Financial Services
NLBNPIT302W9;Prodotto Cash Collect Protection Booster (UniCredit SpA, Intesa Sanpaolo SpA);Intesa Sanpaolo;BIT:ISP;IT0000072618;Banks;Financials
NLBNPIT302W9;Prodotto Cash Collect Protection Booster (UniCredit SpA, Intesa Sanpaolo SpA);Unicredit;BIT:UCG;IT0005239545;Banks;Financials
NLBNPIT302Y5;Cash Collect Protection Booster (UniCredit SpA, Banca Monte dei Paschi di Siena SpA, BPER Banca SPA, Banco BPM SpA);Unicredit;BIT:UCG;IT0005239360;Banks;Financials
NLBNPIT302Y5;Cash Collect Protection Booster (UniCredit SpA, Banca Monte dei Paschi di Siena SpA, BPER Banca SPA, Banco BPM SpA);Banco BPM;BIT:BAMI;IT0005218380;Banks;Financials
NLBNPIT302Y5;Cash Collect Protection Booster (UniCredit SpA, Banca Monte dei Paschi di Siena SpA, BPER Banca SPA, Banco BPM SpA);Banca MPS;BIT:BMPS;IT0005508921;Banks;Financials
NLBNPIT302Y5;Cash Collect Protection Booster (UniCredit SpA, Banca Monte dei Paschi di Siena SpA, BPER Banca SPA, Banco BPM SpA);BPER Banca;BIT:BPE;IT0000066123;Banks;Financials
NLBNPIT302Z2;Cash Collect Protection Booster (ISP, SAN, GS, MS);Intesa Sanpaolo;ISP;"";"";""
NLBNPIT302Z2;Cash Collect Protection Booster (ISP, SAN, GS, MS);Banco Santander;SAN;"";"";""
NLBNPIT302Z2;Cash Collect Protection Booster (ISP, SAN, GS, MS);Morgan Stanley;MS;"";"";""
NLBNPIT302Z2;Cash Collect Protection Booster (ISP, SAN, GS, MS);Goldman Sachs;GS;"";"";""
NLBNPIT30309;Cash Collect Protection Booster (BMPS, GLE, CABK, BBVA);CaixaBank S.A.;BME:CABK;ES0118620317;Banks - Diversified;Financial Services
NLBNPIT30309;Cash Collect Protection Booster (BMPS, GLE, CABK, BBVA);Banco Bilbao Vizcaya Argentaria S.A.;BME:BBVA;ES0116200035;Banks - Diversified;Financial Services
NLBNPIT30309;Cash Collect Protection Booster (BMPS, GLE, CABK, BBVA);Banca Monte dei Paschi di Siena S.p.A.;BIT:BMPS;IT0005345714;Banks - Regional;Financial Services
NLBNPIT30309;Cash Collect Protection Booster (BMPS, GLE, CABK, BBVA);Societe Generale;EPA:GLE;FR0000130807;Banks - Diversified;Financial Services
NLBNPIT30325;Cash Collect Protection Booster (Poste Italiane SpA, UniCredit SpA, Generali, Eni SpA);Assicurazioni Generali S.p.A.;G;IT0000062072;Life & Health Insurance;Financials
NLBNPIT30325;Cash Collect Protection Booster (Poste Italiane SpA, UniCredit SpA, Generali, Eni SpA);UniCredit S.p.A.;UCG;IT0005239997;Banks;Financials
NLBNPIT30325;Cash Collect Protection Booster (Poste Italiane SpA, UniCredit SpA, Generali, Eni SpA);Eni S.p.A.;ENI;IT0003132476;Integrated Oil & Gas;Energy
NLBNPIT30325;Cash Collect Protection Booster (Poste Italiane SpA, UniCredit SpA, Generali, Eni SpA);Poste Italiane S.p.A.;PST;IT0003794171;Diversified Financial Services;Financials
NLBNPIT30333;Cash Collect Protection Booster (Enel, Leonardo, Snam, Moncler);Snam;SRG;IT0005112107;Gas Utilities;Utilities
NLBNPIT30333;Cash Collect Protection Booster (Enel, Leonardo, Snam, Moncler);Enel;ENEL;IT0003128367;Electric Utilities;Utilities
NLBNPIT30333;Cash Collect Protection Booster (Enel, Leonardo, Snam, Moncler);Moncler;MONC;IT0004965148;Apparel & Luxury Goods;Consumer Discretionary
NLBNPIT30333;Cash Collect Protection Booster (Enel, Leonardo, Snam, Moncler);Leonardo;LDO;IT0003856405;Aerospace & Defense;Industrials
NLBNPIT30341;Cash Collect Protection Booster (UNI, G, SREN, SCR);Scor;EPA:SCR;FR0010411983;Reinsurance;Financials
NLBNPIT30341;Cash Collect Protection Booster (UNI, G, SREN, SCR);Generali;BIT:G;IT0000062072;Multi-line Insurance;Financials
NLBNPIT30341;Cash Collect Protection Booster (UNI, G, SREN, SCR);Unipol Gruppo Finanziario;BIT:UNI;IT0003189914;Multi-line Insurance;Financials
NLBNPIT30341;Cash Collect Protection Booster (UNI, G, SREN, SCR);Swiss Re;SWX:SREN;CH0126881561;Reinsurance;Financials
NLBNPIT30374;Cash Collect Protection Booster (The Boeing Co, Rheinmetall AG, Leonardo SpA, Thales SA);Thales;EPA:HO;"";"";""
NLBNPIT30374;Cash Collect Protection Booster (The Boeing Co, Rheinmetall AG, Leonardo SpA, Thales SA);Boeing;NYSE:BA;"";"";""
NLBNPIT30374;Cash Collect Protection Booster (The Boeing Co, Rheinmetall AG, Leonardo SpA, Thales SA);Leonardo;BIT:LDO;"";"";""
NLBNPIT30374;Cash Collect Protection Booster (The Boeing Co, Rheinmetall AG, Leonardo SpA, Thales SA);Rheinmetall;ETR:RHM;"";"";""
NLBNPIT30382;Cash Collect Protection Booster (BP, TTE, EQNR, REP);TotalEnergies;TTE;FR0000120271;Integrated Oil & Gas;Energy
NLBNPIT30382;Cash Collect Protection Booster (BP, TTE, EQNR, REP);British Petroleum;BP;GB00BN7L1Y91;Integrated Oil & Gas;Energy
NLBNPIT30382;Cash Collect Protection Booster (BP, TTE, EQNR, REP);Equinor;EQNR;NO0010096985;Oil & Gas Exploration & Production;Energy
NLBNPIT30382;Cash Collect Protection Booster (BP, TTE, EQNR, REP);Repsol;REP;ES0173516115;Integrated Oil & Gas;Energy
NLBNPIT303A3;Cash Collect Protection Booster (NVIDIA, Intel, Tesla, Meta);Meta Platforms Inc.;META;US30303M1027;Internet Content & Information;Communication Services
NLBNPIT303A3;Cash Collect Protection Booster (NVIDIA, Intel, Tesla, Meta);Tesla, Inc.;TSLA;US88160R1014;Automobile Manufacturers;Consumer Discretionary
NLBNPIT303A3;Cash Collect Protection Booster (NVIDIA, Intel, Tesla, Meta);Intel Corporation;INTC;US4581401001;Semiconductors;Information Technology
NLBNPIT303A3;Cash Collect Protection Booster (NVIDIA, Intel, Tesla, Meta);NVIDIA Corporation;NVDA;US67066G1040;Semiconductors;Information Technology
XS3236768365;10Y 100% Protection Cash Collect on Solactive BTP 10Y Index (SOITA10Y Index);Solactive BTP 10 Annual Comp. Yield;N/A;N/A;Government Bonds;Fixed Income
CH1453354354;8.00% p.a. Reverse Convertible in EUR on 0.5% France Govt (05/25/2072) (FR0014001NN8);0.5% France Govt (05/25/2072);N/A;FR0014001NN4;Sovereign Debt;Government
CH1525083544;EQUITY PROTECTION;BTP TF 0,95% GN32 EUR;BTP 0.95 06/01/32;IT0005405318;Sovereign Debt;Government
CH1525083544;EQUITY PROTECTION;BTPS 0.95 06/01/32;BTP 0.95 06/01/32;IT0005405318;Sovereign Debt;Government
CH1525091620;Express Certificate in EUR on iShares Silver Trust (SLV) and SPDR Gold Trust (GLD);SPDR Gold Shares;GLD;US78463V1070;Commodities;Financial
CH1525091620;Express Certificate in EUR on iShares Silver Trust (SLV) and SPDR Gold Trust (GLD);iShares Silver Trust;SLV;US46428Q1094;Commodities;Financial
CH1550422195;Phoenix Autocallable Express on A2A, Eni, Ferrari, Intesa Sanpaolo;Intel Corporation;INTC;US4581401001;Semiconductors;Technology
NLBNPIT300C5;Step Down Memory Cash Collect on Banca Monte dei Paschi di Siena SpA;Banca MPS;BMPS:MIL;IT0005336171;Banks;Financial Services
CH1525083577;Certificato Express in EUR su Banca Monte dei Paschi Siena, Banco BPM, UniCredit (BMPS, BAMI, UCG);Banca MPS;BMPS;IT0005336148;Banks;Financial Services
CH1525083577;Certificato Express in EUR su Banca Monte dei Paschi Siena, Banco BPM, UniCredit (BMPS, BAMI, UCG);Banco BPM;BAMI;IT0005218380;Banks;Financial Services
CH1550424647;Twin-Win Certificate in EUR on Ferrari, Hermès, Kering (RACE, RMS, KER);ASML Holding N.V.;ASML;US04583N1000;Semiconductor Equipment;Technology
CH1550421528;Express Certificate in EUR on Intel and Micron Technology (INTC, MU);Intel;INTC;US4581401001;Semiconductors;Technology
CH1550421528;Express Certificate in EUR on Intel and Micron Technology (INTC, MU);Intel;INTC;US4581401001;Semiconductors;Technology
CH1525083577;Certificato Express in EUR su Banca Monte dei Paschi Siena, Banco BPM, UniCredit (BMPS, BAMI, UCG);Unicredit;UCG;IT0005239367;Banks;Financial Services
CH1550421528;Express Certificate in EUR on Intel and Micron Technology (INTC, MU);Micron Technology;MU;US5951121038;Semiconductors;Technology
CH1550421528;Express Certificate in EUR on Intel and Micron Technology (INTC, MU);Micron Technology;MU;US5951121038;Semiconductors;Technology
CH1550424647;Twin-Win Certificate in EUR on Ferrari, Hermès, Kering (RACE, RMS, KER);Advanced Micro Devices, Inc.;AMD;US0079031078;Semiconductors;Technology
CH1550421346;Certificato Express in EUR su Intesa Sanpaolo (ISP), Micron Technology (MU), UniCredit (UCG) Phoenix Autocallable;Advanced Micro Devices, Inc.;AMD;US0079031078;Semiconductors;Technology
CH1550422195;Phoenix Autocallable Express on A2A, Eni, Ferrari, Intesa Sanpaolo;Advanced Micro Devices, Inc.;AMD;US0079031078;Semiconductors;Technology
CH1550424647;Twin-Win Certificate in EUR on Ferrari, Hermès, Kering (RACE, RMS, KER);NVIDIA Corp;NVDA;US67066G1040;Semiconductors;Technology
CH1550421346;Certificato Express in EUR su Intesa Sanpaolo (ISP), Micron Technology (MU), UniCredit (UCG) Phoenix Autocallable;NVIDIA Corp;NVDA;US67066G1040;Semiconductors;Technology
CH1550422195;Phoenix Autocallable Express on A2A, Eni, Ferrari, Intesa Sanpaolo;NVIDIA Corp;NVDA;US67066G1040;Semiconductors;Technology
NLBNPIT300U7;Step Down Memory Cash Collect on Palantir Technologies Inc;Palantir Technologies Inc.;PLTR;US69608A1088;Software - Infrastructure;Technology
CH1316652309;Certificato Express in EUR su Bayer e Pfizer (BAYN GY, PFE UN);BAYER AG-REG;BAYN;DE000BAY0017;Pharmaceuticals;Healthcare
CH1316652309;Certificato Express in EUR su Bayer e Pfizer (BAYN GY, PFE UN);PFIZER INC-REG;PFE;US7170811035;Pharmaceuticals;Healthcare
CH1390871320;5.30% p.a. Reverse Convertible in EUR on 2.15% BTPS Italia (03/01/72) (IT0005441883);2.15% BTPS Italia (03/01/72);IT0005441883;IT0005441883;Government Bonds;Government
CH1390871320;5.30% p.a. Reverse Convertible in EUR su 2.15% BTPS Italia (03/01/72);2.15% BTPS Italia (03/01/72);IT0005441883;IT0005441883;Government Bonds;Government
CH1525083577;Certificato Express in EUR su Banca Monte dei Paschi Siena, Banco BPM, UniCredit (BMPS, BAMI, UCG);Banca Monte dei Paschi di Siena;BMPS;IT0005508921;Banking;Financials
CH1525083577;Certificato Express in EUR su Banca Monte dei Paschi Siena, Banco BPM, UniCredit (BMPS, BAMI, UCG);Banco BPM SPA;BAMI;IT0005218380;Banking;Financials
CH1525083577;Certificato Express in EUR su Banca Monte dei Paschi Siena, Banco BPM, UniCredit (BMPS, BAMI, UCG);UniCredit SPA;UCG;IT0005239360;Banking;Financials
CH1550420314;Phoenix Autocallable on Aegon, Allianz, Generali, Swiss Re;GENERALI;G;IT0000062072;Insurance;Financial Services
CH1550420314;Phoenix Autocallable on Aegon, Allianz, Generali, Swiss Re;ALLIANZ SE-REG;ALV;DE0008404005;Insurance;Financial Services
CH1550420314;Phoenix Autocallable on Aegon, Allianz, Generali, Swiss Re;SWISS RE AG;SREN;CH0126881561;Insurance;Financial Services
CH1550420314;Phoenix Autocallable on Aegon, Allianz, Generali, Swiss Re;AEGON LTD;AGN;BMG0112X1056;Insurance;Financial Services
CH1550425057;Phoenix Autocallable on Banca Monte dei Paschi Siena, Barclays, Commerzbank, Société Générale;Société Générale;GLE;FR0000130809;Banking;Financial
CH1550425057;Phoenix Autocallable on Banca Monte dei Paschi Siena, Barclays, Commerzbank, Société Générale;Commerzbank AG;CBK;DE000CBK1001;Banking;Financial
CH1550425057;Phoenix Autocallable on Banca Monte dei Paschi Siena, Barclays, Commerzbank, Société Générale;Barclays PLC;BARC;GB0031348658;Banking;Financial
CH1550425057;Phoenix Autocallable on Banca Monte dei Paschi Siena, Barclays, Commerzbank, Société Générale;Banca Monte dei Paschi Siena;BMPS;IT0005508921;Banking;Financial
IT0006775347;110m Credit Linked on UniCredit SpA in EUR;UniCredit SpA;UCG;IT0005239360;Banking;Financial Services
IT0006775404;60m Wof Memory Phoenix Autocall on EURO STOXX 50 Price EUR, S&P 500 INDEX, Nikkei 225, iShares China Large-Cap ETF in EUR;iShares China Large-Cap ETF;FXI;Not Specified;Financial Services;ETFs
IT0006775404;60m Wof Memory Phoenix Autocall on EURO STOXX 50 Price EUR, S&P 500 INDEX, Nikkei 225, iShares China Large-Cap ETF in EUR;S&P 500 INDEX;SPX;Not Specified;Financial Indices;Indices
IT0006775404;60m Wof Memory Phoenix Autocall on EURO STOXX 50 Price EUR, S&P 500 INDEX, Nikkei 225, iShares China Large-Cap ETF in EUR;Nikkei 225;NKY;Not Specified;Financial Indices;Indices
IT0006775404;60m Wof Memory Phoenix Autocall on EURO STOXX 50 Price EUR, S&P 500 INDEX, Nikkei 225, iShares China Large-Cap ETF in EUR;EURO STOXX 50 Price EUR;SX5E;Not Specified;Financial Indices;Indices
CH1550424928;Certificato Express in EUR su Banco BPM, Davide Campari-Milano, Enel, Leonardo (BAMI, CPR, ENEL, LDO);ENEL SPA;ENEL;IT0003128367;Electric Utilities;Utilities
CH1550424928;Certificato Express in EUR su Banco BPM, Davide Campari-Milano, Enel, Leonardo (BAMI, CPR, ENEL, LDO);BANCO BPM SPA;BAMI;IT0005218380;Banking;Financial
CH1550424928;Certificato Express in EUR su Banco BPM, Davide Campari-Milano, Enel, Leonardo (BAMI, CPR, ENEL, LDO);LEONARDO SPA;LDO;IT0003856405;Aerospace and Defense;Industrials
CH1550424928;Certificato Express in EUR su Banco BPM, Davide Campari-Milano, Enel, Leonardo (BAMI, CPR, ENEL, LDO);DAVIDE CAMPARI-MILANO NV;CPR;NL0015435975;Beverages;Consumer Goods
CH1550424670;Target One Autocallable (Anglogold Ashanti ADR, Colgate-Palmolive, Moderna);Colgate-Palmolive;CL;US1941621039;Household & Personal Products;Consumer Defensive
CH1550424670;Target One Autocallable (Anglogold Ashanti ADR, Colgate-Palmolive, Moderna);Anglogold Ashanti ADR;AU;GB00BRXH2664;Gold Mining;Basic Materials
CH1550424670;Target One Autocallable (Anglogold Ashanti ADR, Colgate-Palmolive, Moderna);Moderna Inc;MRNA;US60770K1079;Biotechnology;Healthcare
CH1550424985;Certificato Express in EUR su Banca Monte dei Paschi Siena e STMicroelectronics;STMicroelectronics NV;STMPA;NL0000226223;Semiconductors;Technology
CH1550424985;Certificato Express in EUR su Banca Monte dei Paschi Siena e STMicroelectronics;Banca Monte dei Paschi Siena;BMPS;IT0005508921;Banking;Financials
DE000VG656A7;Memory Express Certificate on Delivery Hero (DHER.DE), Zalando (ZAL.DE), and HelloFresh (HFG.DE);Delivery Hero SE;DHER.DE;DE000A2E4K43;Restaurants;Consumer Cyclical
DE000VG656A7;Memory Express Certificate on Delivery Hero (DHER.DE), Zalando (ZAL.DE), and HelloFresh (HFG.DE);Zalando SE;ZAL.DE;DE000ZAL1F18;Internet Retail;Consumer Cyclical
DE000VG656A7;Memory Express Certificate on Delivery Hero (DHER.DE), Zalando (ZAL.DE), and HelloFresh (HFG.DE);HelloFresh SE;HFG.DE;DE000A161408;Food & Beverage;Consumer Defensive
DE000VH30021;Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance (ALV, CS, ZURN);Allianz SE;ALV;DE0008404005;Insurance;Financials
DE000VH30021;Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance (ALV, CS, ZURN);AXA SA;CS;FR0000120628;Insurance;Financials
DE000VH30021;Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance (ALV, CS, ZURN);Zurich Insurance Group;ZURN;CH0011075394;Insurance;Financials
