isin;name;ask_old;ask_new;diff_percent;flag
NLBNPIT303I6;Certificato NLBNPIT303I6 - Coupon: -% (-% p.a.) - Barrier: -%;104.21;104.38;0.16%;+
NLBNPIT300U7;Certificato NLBNPIT300U7 - Coupon: -% (-% p.a.) - Barrier: -%;88.56;89.06;0.56%;+
NLBNPIT305H3;Certificato NLBNPIT305H3 - Coupon: -% (-% p.a.) - Barrier: -%;100.62;100.76;0.14%;+
NLBNPIT30549;Certificato NLBNPIT30549 - Coupon: -% (-% p.a.) - Barrier: -%;93.66;93.17;-0.52%;-
NLBNPIT304Y1;Certificato NLBNPIT304Y1 - Coupon: -% (-% p.a.) - Barrier: -%;102.67;102.67;0.00%;+
NLBNPIT300C5;Certificato NLBNPIT300C5 - Coupon: -% (-% p.a.) - Barrier: -%;103.53;103.55;0.02%;+
NLBNPIT30614;SpaceX Tesla - Premi Fissi Cash Collect - Coupon: 1.09% (-% p.a.) - Barrier: 40%;995;989.15;-0.59%;-
NLBNPIT305R2;Certificato NLBNPIT305R2 - Coupon: -% (-% p.a.) - Barrier: -%;99.69;100.03;0.34%;+
NLBNPIT30333;Certificato NLBNPIT30333 - Coupon: -% (-% p.a.) - Barrier: -%;93.66;93.81;0.16%;+
NLBNPIT30622;Certificato NLBNPIT30622 - Coupon: -% (-% p.a.) - Barrier: -%;971.09;969.17;-0.20%;-
NLBNPIT305C4;Certificato NLBNPIT305C4 - Coupon: -% (-% p.a.) - Barrier: -%;97.05;97.03;-0.02%;-
NLBNPIT305N1;Certificato NLBNPIT305N1 - Coupon: -% (-% p.a.) - Barrier: -%;100.48;100.65;0.17%;+
NLBNPIT305S0;Broadcom Intel Nvidia Oracle - Coupon: 1.89% (-% p.a.) - Barrier: 45%;92.34;91.96;-0.41%;-
NLBNPIT30341;Certificato NLBNPIT30341 - Coupon: -% (-% p.a.) - Barrier: -%;108.05;108.16;0.10%;+
NLBNPIT303M8;Certificato NLBNPIT303M8 - Coupon: -% (-% p.a.) - Barrier: -%;104.26;104.31;0.05%;+
