isin;name;ask_old;ask_new;diff_percent;flag
NLBNPIT302W9;Certificato NLBNPIT302W9 - Coupon: -% (-% p.a.) - Barrier: -%;102.72;102.65;-0.07%;-
NLBNPIT305H3;Certificato NLBNPIT305H3 - Coupon: -% (-% p.a.) - Barrier: -%;99.92;100.48;0.56%;+
NLBNPIT304X3;EURO STOXX 50®, FTSE MIB Index, S&P 500 - Coupon: 0.6% (-% p.a.) - Barrier: 65%;100.86;100.87;0.01%;+
NLBNPIT30622;SpaceMobile, Planet Labs, SpaceX - Coupon: 1.7% (20.4% p.a.) - Barrier: 40%;932.34;929.55;-0.30%;-
NLBNPIT30150;Certificato NLBNPIT30150 - Coupon: -% (-% p.a.) - Barrier: -%;85.98;86.26;0.33%;+
NLBNPIT2XBR3;Certificato NLBNPIT2XBR3 - Coupon: -% (-% p.a.) - Barrier: -%;98.48;98.27;-0.21%;-
NLBNPIT300U7;Certificato NLBNPIT300U7 - Coupon: -% (-% p.a.) - Barrier: -%;86.86;86.38;-0.55%;-
NLBNPIT305C4;Banco BPM, Siemens Energy, Stellantis, STMicroelectronics - Coupon: 1.65% (-% p.a.) - Barrier: 35%;89.16;90.73;1.76%;+
NLBNPIT304P9;Certificato NLBNPIT304P9 - Coupon: -% (-% p.a.) - Barrier: -%;94.13;94.88;0.80%;+
NLBNPIT303M8;Certificato NLBNPIT303M8 - Coupon: -% (-% p.a.) - Barrier: -%;103.71;103.96;0.24%;+
NLBNPIT300C5;Certificato NLBNPIT300C5 - Coupon: -% (-% p.a.) - Barrier: -%;103.49;103.42;-0.07%;-
NLBNPIT302Z2;Certificato NLBNPIT302Z2 - Coupon: -% (-% p.a.) - Barrier: -%;105.25;105.27;0.02%;+
NLBNPIT304Z8;EURO STOXX 50®, FTSE MIB Index, Kospi 200, Nikkei 225 Memory Cash Collect - Coupon: 1.30% (-% p.a.) - Barrier: 50%;94.82;94.27;-0.58%;-
NLBNPIT305L5;Certificato NLBNPIT305L5 - Coupon: -% (-% p.a.) - Barrier: -%;101.07;102.41;1.33%;+
NLBNPIT300T9;Tesla - Coupon: 1.12% (13.44% p.a.) - Barrier: 60%;85.58;85.12;-0.54%;-
NLBNPIT303V9;Certificato NLBNPIT303V9 - Coupon: -% (-% p.a.) - Barrier: -%;86.73;87.28;0.63%;+
NLBNPIT303O4;Certificato NLBNPIT303O4 - Coupon: -% (-% p.a.) - Barrier: -%;92.7;93.39;0.74%;+
NLBNPIT304N4;Certificato NLBNPIT304N4 - Coupon: -% (-% p.a.) - Barrier: -%;94.39;95.04;0.69%;+
NLBNPIT2SP93;Advanced Micro Devices, Google, Amazon, Meta - Premi Fissi Cash Collect - Coupon: 0.95% (-% p.a.) - Barrier: 55%;96.2;93.32;-2.99%;-
NLBNPIT304M6;Fincantieri, Rheinmetall, The Boeing Co - Coupon: 1.25% (-% p.a.) - Barrier: 55%;100.66;100.31;-0.35%;-
XS3439538102;Euro Stoxx Banks, Nasdaq 100, Nikkei 225, S&P 500 Memory Cash Collect - Coupon: 0.95% - Barrier: 60%;100;100.67;0.67%;+
NLBNPIT303W7;Certificato NLBNPIT303W7 - Coupon: -% (-% p.a.) - Barrier: -%;89.42;89.64;0.25%;+
NLBNPIT304J2;Enel | Poste Italiane | Leonardo - Coupon: 0.98% (11.76% p.a.) - Barrier: 60%;101.74;101.61;-0.13%;-
NLBNPIT305N1;Google, C3.ai, Meta Enjoy - Coupon: 1.5% (18% p.a.) - Barrier: 50%;99.6;98.65;-0.95%;-
NLBNPIT303D7;Certificato NLBNPIT303D7 - Coupon: -% (-% p.a.) - Barrier: -%;101.67;101.57;-0.10%;-
NLBNPIT30333;Enel, Leonardo, Moncler, Snam Protection Booster - Coupon: 0.9% (-% p.a.) - Barrier: 55%;94.42;94.19;-0.24%;-
NLBNPIT302Y5;Banca Monte dei Paschi di Siena | Banco BPM | BPER Banca | Unicredit - Coupon: 15.60% p.a. - Barrier: 45.60%;108.21;108.02;-0.18%;-
NLBNPIT30309;Banca Monte dei Paschi di Siena | BBVA | CaixaBank | Société Générale - Coupon: 12.60% p.a. - Barrier: 50.51%;110.91;110.88;-0.03%;-
NLBNPIT30614;SpaceX Tesla - Premi Fissi Cash Collect - Coupon: 1.09% (-% p.a.) - Barrier: 40%;926.57;931.95;0.58%;+
NLBNPIT304S3;Bayer | Eli Lilly | Merck & co - Coupon: 1.15% (13.80% p.a.) - Barrier: 55%;105.01;105.01;0.00%;+
NLBNPIT305S0;Broadcom Intel Nvidia Oracle - Coupon: 1.89% (-% p.a.) - Barrier: 45%;80.89;80.99;0.12%;+
NLBNPIT305D2;Infineon Intel Micron - Low Barrier Cash Collect - Coupon: 2.15% (-% p.a.) - Barrier: 30%;86.22;87.16;1.09%;+
NLBNPIT305E0;Certificato NLBNPIT305E0 - Coupon: -% (-% p.a.) - Barrier: -%;101.26;101.45;0.19%;+
